Наименование;Производитель ;Цена;Ссылка
ИПРАТЕРОЛ-АЭРОНАТИВ;Фармстандарт-Лексредства ОАО ;NoData;/product/ipraterol-aeronativ-20mkgdoza50mkgdoza-ballon-200doz-aeroz-ding-5e326fc3f5a9ae000140c02c/
ПЕРТУССИН-Ч;Московская фармацевтическая фабрика, ЗАО ;NoData;/product/pertussin-ch-1000-sirop-mff-5e326c0f65b5ab0001653173/
СУПРИМА-ПЛЮС;Шрея Лайф Саенсиз Пвт Лтд ;NoData;/product/suprima-plyus-200-maz-5e32682dca7bdc000192cc20/
АКВА МАРИС СТРОНГ;АКВА МАРИС ;NoData;/product/akva-maris-strong-30ml-sprej-dnosa-5e326f6465b5ab0001654c23/
САНОРИН С МАСЛ ЭВКАЛИПТА;Тева Чешские Предприятия с.р.о. ;NoData;/product/sanorin-s-masl-evkalipta-01-10ml-n1-flakkap-kapli-naz-5e32798065b5ab0001659973/
САЛЬБУТАМОЛ-ФАРМСТАНДАРТ ВЧ;Фармстандарт-Лексредства ОАО ;NoData;/product/salbutamol-farmstandart-vch-100mkgdoza-200doz-aerozol-ding-doz-5e32740f65b5ab000165690a/
ВЕНТОЛИН НЕБУЛЫ;Аспен Бад Олдесло ГмбХ ;NoData;/product/ventolin-nebuly-0001ml-n20-r-r-dingalyaczij-5e327736f5a9ae000140f683/
УЛЬТИБРО БРИЗХАЛЕР;Новартис Фармасьютика С.А. ;NoData;/product/ultibro-brizxaler-50mkg110mkg-n30kaps-s-por-dingbrizxaler-607d6503076db17064e1f985/
ГАМАМЕЛИС ДН;ДОКТОР Н ;205;/product/gamamelis-dn-n6-supp-ret-gomeopatich-doktor-n-5e326e9c65b5ab00016543fb/
ВАЛСАРТАН;ОЗОН ООО ;253;/product/valsartan-008-n30-tabl-pplenoboloch-5e326792f5a9ae0001407e09/
ФОЗИКАРД Н;Здравле ХФЗ АО ;390;/product/fozikard-n-00125002-n28-tabl-5e327168ca7bdc00019314ae/
МОКСОНИДИН;ФГУП НПЦ Фармзащита ФМБА ;126;/product/moksonidin-00002-n20-tabl-pplenoboloch-farmzashhita-5e3279a2ca7bdc0001935575/
ФОЗИНАП;Канонфарма продакшн, ЗАО ;230;/product/fozinap-001-n28-tabl-5e327783ca7bdc000193427b/
ОРДИСС;Тева Фармацевтические Предприятия Лтд ;417;/product/ordiss-0008-n30-tabl-5e327176ca7bdc000193150f/
ИВАБРАДИН КАНОН;Канонфарма продакшн, ЗАО ;508;/product/ivabradin-kanon-0005-n56-tabl-pplenoboloch-5e3269f7ca7bdc000192d9ed/
БИСОГАММА;С.К. Магистра К&К С.Р.Л. ;111;/product/bisogamma-0005-n30-tabl-pplenoboloch-5e32739d65b5ab0001656717/
АМЛОДИПИН-АЛСИ;Алси Фарма  АО ;67;/product/amlodipin-alsi-001-n30-tabl-5e3269a1ca7bdc000192d788/
КАПТОПРИЛ-ФПО 0,025 N40 ТАБЛ;Оболенское Фармацевтическое предприятие АО ;146;/product/kaptopril-fpo-0025-n40-tabl-5ed0f2d45b68be000164eb59/
ЗАНИДИП-РЕКОРДАТИ 0,01 N28 ТАБЛ П/ПЛЕН/ОБОЛОЧ;Рекордати хим. и фарм.индустрия С.п.А. ;263;/product/zanidip-rekordati-001-n28-tabl-pplenoboloch-5e327975ca7bdc00019353e2/
УРОКАРД;Татхимфармпрепараты АО ;82;/product/urokard-0002-n30-tabl-5ecba107a4983b00015267e8/
АМЛОДИПИН МЕДИСОРБ;Медисорб, АО ;74;/product/amlodipin-medisorb-001-n30-tablblister-5fd30f701d2b2d00015c25c5/
ДЕ-КРИЗ;Медисорб, АО ;237;/product/de-kriz-0005001-n30-tablblister-5e3265ccf5a9ae0001406d61/
ТИОТРИАЗОЛИН;ОЗОН ООО ;598;/product/tiotriazolin-02-n60-tablblister-5fc0d632a3cc360001e7d612/
ЭКВАКАРД;Микро Лабс Лимитед ;337;/product/ekvakard-00050005-n30-tabl-5e326380f5a9ae0001406158/
АМЛОТОП;Хемофарм,ООО ;106;/product/amlotop-0005-n30-tabl-5e3267a2ca7bdc000192c7e4/
ФЕЛОДИПИН;ОЗОН ООО ;197;/product/felodipin-00025-n30-tabl-prolong-vysvob-pplenobolochblisterozon-5e3269bfca7bdc000192d86e/
ДОКСАЗОЗИН-ФПО 0,004 N30 ТАБЛ;Оболенское Фармацевтическое предприятие, АО ;249;/product/doksazozin-fpo-0004-n30-tabl-5e326a03f5a9ae00014090e4/
ПЕНТОКСИФИЛЛИН САНОФИ;Санека Фармасьютикалс а.с. ;242;/product/pentoksifillin-sanofi-01-n60-tabl-po-5e327002ca7bdc00019309db/
ДОКСАЗОЗИН;ОЗОН ООО ;200;/product/doksazozin-0002-n30-tabl-ozon-5e327154f5a9ae000140caba/
Набор Выгодный курс Флебопресс 300 мг №30 - скидка 50% на 2ю упаковку;ОЗОН ООО ;390;/product/6141e6e52e3199a6f76b5e7b/
АМИОДАРОН;АВВА РУС АО ;124;/product/amiodaron-02-n20-tabl-avva-rus-5e8e2c6efcf9ea0001305ecc/
РОЗУВАСТАТИН;ОЗОН ООО ;385;/product/rozuvastatin-001-n30-tabl-pplenobolochozon-5e32754cf5a9ae000140e54f/
АНУЗОЛ;Нижфарм АО ;85;/product/anuzol-n10-supp-nizhfarm-5e326be3ca7bdc000192ea6e/
ДИБАЗОЛ;Дальхимфарм ОАО ;37;/product/dibazol-001ml-1ml-n10-amp-r-r-vv-vm-5e326a77f5a9ae0001409467/
ДЕПРЕНОРМ МВ;Канонфарма продакшн, ЗАО ;221;/product/deprenorm-mv-0035-n30-tabl-prolong-pplenoboloch-5e32687df5a9ae00014085fc/
РОЗУКАРД;Зентива к.с. ;562;/product/rozukard-001-n30-tabl-pplenoboloch-5e32796af5a9ae00014109e0/
ЛИЗИНОПРИЛ-АКРИХИН;Адифарм ЕАД ;102;/product/lizinopril-akrixin-0005-n30-tabl-5e327666f5a9ae000140ef32/
МЕТОПРОЛОЛ;Пранафарм, ООО ;51;/product/metoprolol-005-n50-tabl-pranafarm-605470c8c74c21ecda2ab26a/
СОТАЛОЛ КАНОН;Канонфарма продакшн, ЗАО ;75;/product/sotalol-kanon-008-n20-tabl-5e326744ca7bdc000192c516/
ТРОКСЕРУТИН;Синтез ОАО ;335;/product/trokserutin-03-n50-kaps-sintez-5e3265d9f5a9ae0001406dc3/
СИМВАСТАТИН;ОЗОН ФАРМ, ООО ;152;/product/simvastatin-002-n30-tabl-pplenobolochozon-61920e8c9b4170bbcf9fff76/
ВАЛИДОЛ С ИЗОМАЛЬТОМ;ИРБИТСКИЙ ХИМФАРМЗАВОД, ОАО ;38;/product/validol-s-izomaltom-006-n10-tabl-pyazych-5e327a39f5a9ae00014110c1/
СИМВАСТАТИН;ОЗОН ООО ;108;/product/simvastatin-001-n30-tabl-pplenobolochozon-5e327341ca7bdc0001932002/
РИБОКСИН;Гротекс ООО ;109;/product/riboksin-002ml-5ml-n10-amp-r-r-vv-groteks-5e327376ca7bdc000193214e/
ТОРАСЕМИД-СЗ;Северная Звезда НАО ;195;/product/torasemid-sz-001-n30-tabl-severnaya-zvezda-5e326d08f5a9ae000140a83b/
КАРВЕДИЛОЛ-ТЕВА;Тева Оперейшнс Поланд Сп.з.о.о. ;195;/product/karvedilol-teva-000625-n30-tabl-5e32675465b5ab0001650af8/
ФЕНИГИДИН;Здоровье фармацевтическая компания ООО ;26;/product/fenigidin-001-n50-tabl-5e3266f9ca7bdc000192c1eb/
АТОРВАСТАТИН-К;КРКА-РУС ООО ;233;/product/atorvastatin-k-002-n30-tabl-pplenoboloch-5e326f66f5a9ae000140bd8c/
КАЛЧЕК;Ипка Лабораториз Лимитед ;160;/product/kalchek-0005-n30-tabl-5e326853ca7bdc000192cdaf/
ГИДРОХЛОРОТИАЗИД+ЛОЗАРТАН;КРКА, д.д., Ново место, АО ;193;/product/gidroxlorotiazidlozartan-00125005-n30-tabl-pplenobolochkrka-616407cad219badda1125b2e/
ВЕНИТАН;Салютас Фарма ГмбХ ;224;/product/venitan-1-500-gel-dnaruzh-prim-5e3279c865b5ab0001659c0a/
НИПЕРТЕН;КРКА-РУС ООО ;107;/product/niperten-00025-n30-tabl-pplenoboloch-5e3274acca7bdc00019329b9/
ЛИЗИНОПРИЛ МЕДИСОРОБ;Медисорб, АО ;137;/product/lizinopril-medisorb-001-n30-tabl-5e32758a65b5ab00016575b6/
ВЕНОЛАЙФ;Акрихин ХФК АО ;412;/product/venolajf-400-gel-5e326875ca7bdc000192ceff/
ДИКАРДПЛЮС;Ипка Лабораториз Лимитед ;208;/product/dikardplyus-00125-n30-tabl-609a32bfbb0c092bb0cdae75/
ПЕРИНДОПРИЛ;ОЗОН ООО ;189;/product/perindopril-0004-n30-tablozon-5ef5f9a998e0ac000134eac5/
МЕКСИКОР;ФЕРМЕНТ Фирма, ООО ;208;/product/meksikor-005ml-5ml-n5-amp-r-r-vv-vm-5e3267c9ca7bdc000192c90e/
КАПТОПРИЛ;ОЗОН ООО ;42;/product/kaptopril-005-n20-tablozon-5e326db665b5ab0001653c88/
НОВОКАИНАМИД;Органика, АО ;117;/product/novokainamid-025-n20-tabl-5e326a3b65b5ab0001652137/
РАМИПРИЛ-АКОС;Синтез ОАО ;98;/product/ramipril-akos-0005-n30-tabl-5fce360438681f00013325ee/
НИТРЕМЕД;ПРО.МЕД.ЦС Прага а.о. ;374;/product/nitremed-001-n30-tabl-5e327376f5a9ae000140d7f6/
Набор ФЕЛОДИП 0,01 N30 ТАБЛ - 2 упаковки по специальной цене;NoData;1 218;/product/617a47412c6d3bf62da1bc14/
НАБОР КАРВЕДИЛОЛ-АКРИХИН 6,25МГ N30 ТАБЛ закажи 2 упаковки со скидкой 30%;Акрихин ХФК АО ;240;/product/6166a1f3aa2dd096c3b9d118/
АМПРИЛАН НД;КРКА, д.д., Ново место, АО ;543;/product/amprilan-nd-00250005-n30-tabl-5e32653e65b5ab000164f99f/
НИФЕКАРД ХЛ;Лек Д.Д. ;172;/product/nifekard-xl-003-n30-tabl-prolong-vysvob-pplenoboloch-603f56fa504419900c34cd3f/
АТЕНОЛОЛ;ОЗОН ООО ;22;/product/atenolol-0025-n30-tabl-pplenobolochozon-5e32675dca7bdc000192c605/
ПЕРИНДОПРИЛ-СЗ;Северная Звезда НАО ;247;/product/perindopril-sz-0008-n30-tabl-5e3269a765b5ab0001651d16/
КАРВЕДИЛОЛ;ОЗОН ООО ;158;/product/karvedilol-00125-n30-tabl-5e32762065b5ab0001657b66/
ПУСТЫРНИКА ЭКСТРАКТ;ОЗОН ООО ;39;/product/pustyrnika-ekstrakt-0014-n10-tablozon-5e326c6cf5a9ae000140a544/
НИКОРЕТТЕ 0,01/16Ч N7 ПЛАСТЫРЬ ТРАНСДЕРМ ПОЛУПРОЗРАЧНЫЙ;ЛТС Ломанн Терапи-Зистеме АГ ;1 098;/product/nikorette-00116ch-n7-plastyr-transderm-poluprozrachnyj-5e326950f5a9ae0001408c6c/
АНАЛЬГИН АВЕКСИМА;Авексима Сибирь ООО ;44;/product/analgin-aveksima-05-n10-tabl-5e326d11f5a9ae000140a872/
РИСПЕРИДОН-КРКА;КРКА, д.д., Ново место, АО ;122;/product/risperidon-krka-0001-n20-tabl-pplenoboloch-60211071947ee34a6f25dff2/
КОЛДРЕКС ЮНИОР;COLDREX ;297;/product/koldreks-yunior-30-n10-por-dr-ra-ddet-5e326bfcca7bdc000192eb7b/
НИКОРЕТТЕ;МакНил АБ ;576;/product/nikorette-0002-n20-tabl-drass-pplenoboloch-fruktovye-603e2afffa2f34485bcd40de/
ТРИНАЛЬГИН;Биосинтез ПАО ;99;/product/trinalgin-5ml-n5-amp-r-r-vv-vm-5e326991ca7bdc000192d723/
ПИРАЦЕТАМ ДС;ВЕТПРОМ АД ;112;/product/piraczetam-ds-02ml-5ml-n10-amp-r-r-vv-61519cd1dd4dad5e1aa13543/
ВИНПОЦЕТИН-АКОС;Синтез ОАО ;79;/product/vinpoczetin-akos-0005-n50-tabl-5e3265d965b5ab000164fc67/
ПАНТОКАЛЬЦИН;Валента Фармацевтика АО ;415;/product/pantokalczin-015ml-75ml-flak-r-r-dpriema-vnutrshpricz-mernyj-610a5dee592fdb85e145303b/
ГОПАНТАМ;Алтайвитамины ЗАО ;183;/product/gopantam-025-n50-tabl-5e3266c2ca7bdc000192bfda/
АДЖИКОЛД ХОТМИКС;Аджио Фармацевтикалз Лтд ;134;/product/adzhikold-xotmiks-50-n5-paket-por-dr-ra-dpriema-vnutrapelsinovyj-6058acb17c294989ff342075/
ДУЛОКСЕТИН КАНОН;Канонфарма продакшн, ЗАО ;824;/product/duloksetin-kanon-003-n14-kaps-kishechrastv-5e326daeca7bdc000192f6f4/
ОЛАНЗАПИН;ОЗОН ООО ;251;/product/olanzapin-001-n28-tabl-pplenobolochblisterozon-5e327154f5a9ae000140cab9/
ТИОРИЛ;Торрент Фармасьютикалс Лтд ;124;/product/tioril-0025-n100-tabl-pplenoboloch-5e32776df5a9ae000140f852/
ПУСТЫРНИКА НАСТОЙКА;Кировская фармацевтическая фабрика АО ;70;/product/pustyrnika-nastojka-25ml-indupkff-5e32756965b5ab00016574cc/
ПУСТЫРНИКА ЭКСТРАКТ;Обновление ПФК  АО ;48;/product/pustyrnika-ekstrakt-0014-n28-tabl-obnovlenie-603f38ebdc347fc9666100d5/
ПИРАЦЕТАМ;ОЗОН ООО ;186;/product/piraczetam-04-n60-kaps-ozon-5e3268f3f5a9ae0001408a0a/
ПЕРСЕН;Лек Фармасьютикалз д.д. ;248;/product/persen-n20-tabl-poboloch-60b4deb0f93dc39057622abe/
ТАБЕКС;Софарма АО ;1 110;/product/tabeks-00015-n100-tabl-pplenoboloch-5e3264daf5a9ae0001406879/
АКРИМЕКС;Акрихин ХФК АО ;158;/product/akrimeks-0125-n30-tabl-pplenoboloch-609bd7e92a40c3c477f1b9c1/
ВЕНЛАКСОР;Гриндекс АО ;666;/product/venlaksor-00375-n30-tabl-5e326c02f5a9ae000140a25e/
ПАРАЦЕТАМОЛ ВЕЛФАРМ;ВЕЛФАРМ, ООО ;87;/product/paraczetamol-velfarm-05-n30-tabl-5f5626bb72758a0001696185/
СПАЗМАЛИН;Торрент Фармасьютикалс Лтд ;136;/product/spazmalin-n20-tabl-5e327963ca7bdc000193534c/
ПАРАЦЕТАМОЛ-ЭКО;ЭКОлаб ЗАО ;57;/product/paraczetamol-eko-0125ml-100ml-flak-susp-dpriema-vnutr-dlya-detejmernaya-lozhka-5ea7d23c64f2680001081eb6/
ГАЛОПЕРИДОЛ ВЕЛФАРМ;ВЕЛФАРМ, ООО ;153;/product/galoperidol-velfarm-0005ml-1-ml-n10-amp-r-r-vv-vm-5f19610090a0280001e3d03d/
СУМАМИГРЕН 0,05 N6 ТАБЛ П/ПЛЕН/ОБОЛОЧ;ПОЛЬФАРМА Фармацевтический завод, АО ;482;/product/sumamigren-005-n6-tabl-pplenoboloch-5e3279cd65b5ab0001659c38/
ЗЕЛЕНИНА КАПЛИ;Ярославская фармацевтическая фабрика, ЗАО ;102;/product/zelenina-kapli-25ml-flakkapyaroslavskaya-ff-5e326dd5f5a9ae000140aee9/
ТИОЦЕТАМ;Галичфарм, АО ;522;/product/tioczetam-5ml-n10-amp-r-r-vv-vm-60f08e85f34ac2e4c71cf135/
ПУСТЫРНИКА ТРАВА;ФИТО-БОТ ;37;/product/pustyrnika-trava-500-fito-bot-5e326c9b65b5ab00016534e8/
ГОПАНТОМИД;Усолье-Сибирский химфармзавод АО ;317;/product/gopantomid-025-n50-tabl-5eb550e649df440001fd4fe6/
СУСТЭФФЕКТ СКИПИДАРНЫЙ;Кировская фармацевтическая фабрика, АО ;150;/product/susteffekt-skipidarnyj-20-500-maz-dnaruzh-primbanka-5eeca5b8c8131d0001ec1b78/
БАРАЛГИН М;Зентива Прайвет Лимитед ;198;/product/baralgin-m-05-n20-tabl-5fe05dc2b99db80001e21d2e/
СТОПГРИПАН ФОРТЕ;Русан Фарма ЛТД ;312;/product/stopgripan-forte-n10-pak-por-dr-ra-limon-5e326d5dca7bdc000192f44d/
РАСТВОР ДЛЯ ВНУТРИМЫШЕЧНОГО ВВЕДЕНИЯ;СПАЗМАЛГОН ;279;/product/spazmalgon-2ml-n10-amp-r-r-vm-5e327495ca7bdc00019328c3/
ХЛОРПРОТИКСЕН;ОЗОН ООО ;199;/product/xlorprotiksen-0015-n30-tabl-pplenobolochozon-5e326ced65b5ab0001653641/
НИКОРЕТТЕ 0,004 N15X2 ЖЕВ РЕЗИНКА/СВЕЖИЕ ФРУКТЫ/;МакНил АБ ;645;/product/nikorette-0004-n15x2-zhev-rezinkasvezhie-frukty-5e327744f5a9ae000140f6fc/
Набор из 3 упаковок земотин 0,01 n28 табл п/плен/оболоч по спец. цене;Сан Фармасьютикал Индастриз Лтд ;1 081;/product/613b366a2649beec7d3be262/
МЕТОСТАБИЛ;ОЗОН ООО ;175;/product/metostabil-0125-n30-tabl-pplenoboloch-5f7c59ddd586bc0001a975d3/
МЕКСИФИН;ФГУП НПЦ Фармзащита ФМБА ;223;/product/meksifin-005ml-2ml-n10-amp-r-r-vv-vm-5e326c23f5a9ae000140a34b/
ТРИФТАЗИН;Дальхимфарм ОАО ;47;/product/triftazin-0005-n50-tabl-po-5e326838ca7bdc000192cc8c/
ЦЕРЕТОН;"ФармФирма ""Сотекс"",ЗАО ";347;/product/czereton-025ml-4ml-n3-amp-r-r-vv-vm-5e326d8465b5ab0001653af9/
СУМАТРИПТАН;ОЗОН ООО ;118;/product/sumatriptan-005-n2-tabl-pplenoboloch-ozon-5e3274f265b5ab0001657161/
КВЕНТИАКС;КРКА-РУС, ООО ;434;/product/kventiaks-0025-n60-tabl-pplenoboloch-5e3278bd65b5ab0001659288/
ВЕРТРАН;Белупо, лекарства и косметика д.д ;175;/product/vertran-0016-n30-tabl-5e326930f5a9ae0001408ba4/
МЕМАНТИН;Изварино Фарма ООО ;1 925;/product/memantin-001-n90-tabl-pplenoboloch-izvarino-5e326a0865b5ab0001651fad/
КЕППРА;Патеон Италиа С.п.А./Эйсика Фармасьютикалз С.р.л. ;4 306;/product/keppra-01ml-5ml-n10-flak-koncz-dr-ra-dinf-5e3279e465b5ab0001659d02/
БАРАЛГИН М;Санофи Индия Лимитед ;264;/product/baralgin-m-05ml-5ml-n5-amp-r-r-din-5e3265e4f5a9ae0001406e06/
ФЕСЦЕТАМ;Адифарм ЕАД ;316;/product/fesczetam-n60-kaps-5e327874ca7bdc0001934b52/
БРОМОКРИПТИН;ОЗОН ООО ;276;/product/bromokriptin-00025-n30-tabl-banka-5e945c118f29a700019f0d3e/
Набор 2-х упаковок Циталопрам-АЛСИ 10 мг №30 со скидкой!;Алси Фарма  АО ;251;/product/617fbffe39502d7d2b88f56f/
ЦИТАЛОПРАМ-АЛСИ;Алси Фарма  АО ;155;/product/czitalopram-alsi-001-n30-tabl-pplenoboloch-60a2533d120410d8669ff562/
ТИОРИДАЗИН;ОЗОН ООО ;240;/product/tioridazin-001-n60-tabl-pplenoboloch-5e326e5265b5ab00016540e4/
НИКОРЕТТЕ 0,025/16Ч N7 ПЛАСТЫРЬ ТРАНСДЕРМ ПОЛУПРОЗРАЧНЫЙ;ЛТС Ломанн Терапи-Зистеме АГ ;1 131;/product/nikorette-002516ch-n7-plastyr-transderm-poluprozrachnyj-5e32680c65b5ab000165102f/
БИЛОБИЛ ИНТЕНС 120;КРКА, д.д., Ново место, АО ;1 050;/product/bilobil-intens-120-012-n60-kaps-5e326754ca7bdc000192c5ad/
ПАНТОКРИН;Вифитех, ЗАО ;249;/product/pantokrin-n30-tablvifitex-5e3273de65b5ab00016567d4/
ЛАКТУЛОЗА;Вифитех, ЗАО ;143;/product/laktuloza-0667ml-100ml-flak-stekl-siropvifitex-6135e4a91f5e530a20e4b722/
МЕТФОРМИН-АКРИХИН;Акрихин ХФК АО ;90;/product/metformin-akrixin-05-n60-tabl-5e326461f5a9ae000140668d/
МЕЗИМ 20000;Берлин-Хеми АГ ;239;/product/mezim-20000-n20-tabl-pkishech-rastvoboloch-5e3279c4f5a9ae0001410d22/
ГАСТРОСТАТ;Оболенское Фармацевтическое предприятие АО ;1 530;/product/gastrostat-01-n90-tabl-pplenoboloch-5f84112cc288fb00013a54ef/
ХУМАЛОГ;Лилли Франс ;1 739;/product/xumalog-100meml-3ml-n5-kartridzh-r-r-vv-pk-5e327969ca7bdc0001935369/
ГЛИМЕПИРИД-СЗ;Северная Звезда, НАО ;92;/product/glimepirid-sz-0002-n30-tablblister-600eca9d120ab0a54bcf5f5a/
ЗУБНЫЕ КАПЛИ;Самарамедпром, ОАО ;23;/product/zubnye-kapli-10ml-flakkap-polimer-kapli-zubnyesamamedprom-606c2494a85cb31a1a9981ca/
КАЛИЯ ОРОТАТ;АВВА РУС АО ;119;/product/kaliya-orotat-05-n20-tablavva-rus-5e3274a465b5ab0001656ea8/
МЕТФОРМИН;Биосинтез ПАО ;83;/product/metformin-05-n60-tabl-pplenobolochbanka-biosintez-5e326440f5a9ae00014065c5/
ПАНТОПРАЗОЛ КАНОН;Канонфарма продакшн, ЗАО ;196;/product/pantoprazol-kanon-002-n28-tabl-kishechnorastvor-pplenoboloch-5e326daef5a9ae000140ad9b/
БЕРЛИТИОН 300;ЭВЕР Фарма Йена ГмбХ/ Берлин-Хеми  АГ ;547;/product/berlition-300-0025ml-12ml-n5-amp-koncz-dr-ra-5e3279dcca7bdc0001935787/
НАБОР ТРИМЕДАТ 152,5 ПОР Д/СУСП Д/ПРИЕМА ВНУТРЬ + КРОХА LAB КРЕМ ДЕТСКИЙ ДЛЯ СПЕЦИАЛЬНОГО УХОДА ПАНТЕНОЛИУМ 75МЛ со скидкой 15%;NoData;952;/product/617c3bd37151d0a1b4e18fab/
ЭССЛИВЕР ФОРТЕ;Наброс Фарма Пвт Лтд ;412;/product/essliver-forte-n30-kaps-5e326aacca7bdc000192dfd4/
МОТИЛАК;Верофарм АО ;306;/product/motilak-001-n30-tabl-pplenoboloch-5e3266ddca7bdc000192c0d0/
МААЛОКС;Санофи С.п.А. ;160;/product/maaloks-n10-tabl-zhevat-bsaxara-5e3265ddca7bdc000192b729/
ПИЛОБАКТ;Сан Фармасьютикал Индастриз Лтд ;1 189;/product/pilobakt-n7-nabor-5e3273acca7bdc0001932207/
РАМНИ;Татхимфармпрепараты ОАО ;98;/product/ramni-n10-tabl-zhevat-5e32784d65b5ab0001658f7e/
ЭРГОКАЛЬЦИФЕРОЛ-ЛЕКТ (ВИТАМИН Д2);Тюменский  ХФЗ ОАО ;167;/product/ergokalcziferol-lekt-vitamin-d2-00625-15ml-kapli-dpriema-vnutr-v-masle-flakkryshka-kapelnicza-603659bd0d16261036479b62/
